geometry,address
POINT (4.3672507 50.946531),"Grote Heirbaan, 1850, Grimbergen, Vlaams-Brabant, België / Belgique / Belgien"
POINT (3.7849398515332586 50.6390965),"Toyota Merckx sprl Ath, 5, rue des Prés du Roy, 7800, rue des Prés du Roy, Ath, Hainaut, België / Belgique / Belgien"
POINT (4.35917382754002 50.8638963),"Zenith Building, 37, Boulevard du Roi Albert II - Koning Albert II-laan, 1030, Boulevard du Roi Albert II - Koning Albert II-laan, Bruxelles - Brussel, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.363653424972298 50.84459495),"Parc de Bruxelles - Warandepark, 1000, België / Belgique / Belgien"
POINT (3.4298713 50.7559221),"Outrijve, 8582, West-Vlaanderen, België / Belgique / Belgien"
POINT (5.2858006 50.1702525),"Rue Jean Jadot, 6900, Marche-en-Famenne, Luxembourg, België / Belgique / Belgien"
POINT (4.3717863 50.932458),"Grimbergen, 1850, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.3717863 50.932458),"Grimbergen, 1850, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.3717863 50.932458),"Grimbergen, 1850, Vlaams-Brabant, België / Belgique / Belgien"
POINT (5.574604 50.874519),"Eigenbilzerplein, 3740, Bilzen, Limburg, België / Belgique / Belgien"
POINT (5.362175419560947 50.55786595),"Presbytère (Maison natale JG Jacob), 8, Rue Gerée, 4480, Rue Gerée, Hermalle-sous-Huy, Liège, België / Belgique / Belgien"
POINT (5.0605612499999975 50.6607619),"16, Rue de Thisnes, 4280, Rue de Thisnes, Hannut, Liège, België / Belgique / Belgien"
POINT (5.574736944117644 50.8626656),"4, St-Catarinastraat, 3740, St-Catarinastraat, Bilzen, Limburg, België / Belgique / Belgien"
POINT (4.4827157500000006 50.8970518),"Sheraton Brussels Airport, Luchthaven Brussel Nationaal, 1930, Luchthaven Brussel Nationaal, Zaventem, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.6744205 50.4801993),"Grotte de Spy, Route d'Eghezée, 5190, Route d'Eghezée, Jemeppe-sur-Sambre, Namur, België / Belgique / Belgien"
POINT (4.3680664 51.3326535),"Stabroek, 2940, Antwerpen, België / Belgique / Belgien"
POINT (6.028687763418647 50.4301018),"Cimetière de Malmedy, Avenue de la Libération, 4960, Avenue de la Libération, België / Belgique / Belgien"
POINT (4.226901847100993 50.4733092),"93, Cité Parc de Nazareth, 7170, Cité Parc de Nazareth, La Hestre, Hainaut, België / Belgique / Belgien"
POINT (4.5202932 50.4144044),"Rue des Essarts, 6200, Châtelet, Hainaut, België / Belgique / Belgien"
POINT (5.5579906 50.6241078),"3, Boulevard Gustave Kleyer, 4000, Boulevard Gustave Kleyer, Liège, Liège, België / Belgique / Belgien"
POINT (4.705024366186748 50.57653305),"Intermarché, 1, Campagne d'Énée, 5030, Campagne d'Énée, Gembloux, Namur, België / Belgique / Belgien"
POINT (4.480194854560405 50.5985101),"22, Rue Bon Air, 1470, Rue Bon Air, Genappe, Brabant wallon, België / Belgique / Belgien"
POINT (4.3518256 50.3338874),"Rue de Marchienne, 6534, Gozée, Hainaut, België / Belgique / Belgien"
POINT (4.1708066 50.4802563),"Chaussée Paul Houtart, 7100, La Louvière, Hainaut, België / Belgique / Belgien"
POINT (4.3270574 50.8731287),"513B, Rue Léopold I - Leopold I straat, 1090, Rue Léopold I - Leopold I straat, Jette, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT EMPTY,
POINT (5.573439353654452 50.64400815),"Galeries Saint-Lambert, Rue Joffre, 4000, Rue Joffre, Liège, Liège, België / Belgique / Belgien"
POINT (4.3383896 50.5942381),"Rue Tienne à Deux Vallées, 1400, Nivelles, Brabant wallon, België / Belgique / Belgien"
POINT (4.519467706615162 50.7110093),"Galerie Kennedy, 1, Avenue John F. Kennedy, 1330, Avenue John F. Kennedy, Rixensart, Brabant wallon, België / Belgique / Belgien"
POINT (4.2064206 50.6947759),"26, Rue du Bailli, 1480, Rue du Bailli, Tubize, Brabant wallon, België / Belgique / Belgien"
POINT (3.3269196 50.6171922),"Rue du Mont des Carliers, 7522, Tournai, Hainaut, België / Belgique / Belgien"
POINT (3.3269196 50.6171922),"Rue du Mont des Carliers, 7522, Tournai, Hainaut, België / Belgique / Belgien"
POINT (4.127382554579306 51.1456261),"Syntra Midden-Vlaanderen, 1, Hogekouter, 9100, Hogekouter, Sint-Niklaas, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (5.4724655 50.597573),"Rue Maréchal-Foch, 4400, Flémalle, Liège, België / Belgique / Belgien"
POINT (4.346951967100617 51.20150835),"24, Dorpstraat, 2070, Dorpstraat, Zwijndrecht, Antwerpen, België / Belgique / Belgien"
POINT (4.328329511701162 51.19714635),"34, Kruibeeksesteenweg, 2070, Kruibeeksesteenweg, Zwijndrecht, Antwerpen, België / Belgique / Belgien"
POINT (3.8485602 50.9138307),"Allgro, 124, Polbroek, 9520, Polbroek, Sint-Lievens-Houtem, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (2.9397140988145964 51.208855549999996),"20, Edward Vlietinckstraat, 8400, Edward Vlietinckstraat, Oostende, West-Vlaanderen, België / Belgique / Belgien"
POINT (5.3731114 50.758325),"Onze Lieve Vrouwstraat, 3870, Heers, Limburg, België / Belgique / Belgien"
POINT (5.73051901245192 50.7428182),"1, Rue de Maestricht, 4607, Rue de Maestricht, Dalhem, Liège, België / Belgique / Belgien"
POINT (4.3564048 50.8573444),"7, Boulevard du Roi Albert II - Koning Albert II-laan, 1210, Boulevard du Roi Albert II - Koning Albert II-laan, Saint-Josse-ten-Noode - Sint-Joost-ten-Node, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (5.510263859741931 50.67793335),"28, Avenue des Pruniers, 4430, Avenue des Pruniers, Ans, Liège, België / Belgique / Belgien"
POINT (4.2285557 50.6873475),"Avenue des Aubépines, 1480, Tubize, Brabant wallon, België / Belgique / Belgien"
POINT (5.533596 50.4297782),"Carrefour, 32, Boulevard Pieret, 4180, Boulevard Pieret, Hamoir, Liège, België / Belgique / Belgien"
POINT (3.4176473705128134 51.088166150000006),"Aalter, 9880, Aalter, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (3.864484850339447 50.9589105),"5, Westremdries, 9230, Westremdries, Wetteren, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (3.839736352998907 51.0086907),"Sint-Annakerk, 1, Wetterensteenweg, 9230, Wetterensteenweg, Wetteren, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (5.515265236229581 50.98631215),"Protestantse Johanneskerk, 60, Laatgoedstraat, 3600, Laatgoedstraat, Genk, Limburg, België / Belgique / Belgien"
POINT (4.6953344 50.9274708),"Baron Descampslaan, 3018, Leuven, Vlaams-Brabant, België / Belgique / Belgien"
POINT (5.462770839030057 50.62773665),"50, Thier Saint-Léonard, 4460, Thier Saint-Léonard, Grâce-Hollogne, Liège, België / Belgique / Belgien"
POINT (3.701380299544188 51.03431865),"Gebouw P, Valentin Vaerwyckweg, 9000, Valentin Vaerwyckweg, Gent, Oost-Vlaanderen, België / Belgique / Belgien"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (3.8143879449616644 50.994053),"Melle (Kouterslag), 9090, Melle, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (3.7267227 51.0642151),"Geraard Mercatorstraat, 9000, Gent, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (3.7262045670389474 51.0540447),"64, Hoogpoort, 9000, Hoogpoort, Gent, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (5.513333145573805 50.78932485),"441, Maastrichtersteenweg, 3700, Maastrichtersteenweg, Tongeren, Limburg, België / Belgique / Belgien"
POINT EMPTY,
POINT (4.3870241 51.133297),"Aartselaar, 2630, Antwerpen, België / Belgique / Belgien"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (2.644343866080587 51.1012257),"'t Liefoord, 65, Robert Vandammestraat, 8670, Robert Vandammestraat, Koksijde, West-Vlaanderen, België / Belgique / Belgien"
POINT EMPTY,
POINT (3.7535907044718857 51.22618645),"Gemeentehuis Assenede, 1-3, Kasteelstraat, 9960, Kasteelstraat, Assenede, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (4.360758420752426 50.86036625),"Brussel Noord - Bruxelles Nord, Rue du Progrès - Vooruitgangstraat, 1030, Rue du Progrès - Vooruitgangstraat, Schaerbeek - Schaarbeek, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.912808616794164 50.261875700000004),"Citadelle de Dinant, Rue Sous-Les-Roches, 5500, Rue Sous-Les-Roches, Dinant, Namur, België / Belgique / Belgien"
POINT (4.377105734318194 50.89244395),"Centre sportif de Neder-Over-Heembeek - Sportcentrum van Neder-Over-Heembeek, 120, Rue de Lombartzyde - Lombardsijdestraat, 1120, Rue de Lombartzyde - Lombardsijdestraat, Bruxelles - Brussel, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT EMPTY,
POINT (4.265703281676282 50.891852650000004),"Asse Z.3.Doornveld, 1731, Asse, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.912413606557407 51.0869309),"17, Wolfstraat, 2260, Wolfstraat, Westerlo, Antwerpen, België / Belgique / Belgien"
POINT (3.7025872728660643 51.0330973),"HoGent/UGent campus Schoonmeersen, Voskenslaan, 9000, Voskenslaan, Gent, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (4.3982124 50.8560682),"Boulevard Général Wahis - Generaal Wahislaan, 1030, Schaerbeek - Schaarbeek, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.365480711301353 50.842924350000004),"Lambermont, Rue Lambermont - Lambermontstraat, 1000, Rue Lambermont - Lambermontstraat, Bruxelles - Brussel, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (3.4339777880133924 50.57610065),"9, Rue Roosevelt, 7642, Rue Roosevelt, Calonne, Hainaut, België / Belgique / Belgien"
POINT (5.4946757686684204 50.57679735),"1, Rue Edison, 4100, Rue Edison, Seraing, Liège, België / Belgique / Belgien"
POINT (4.414200486697039 50.6919685),"66, Chaussée de Louvain, 1410, Chaussée de Louvain, Waterloo, Brabant wallon, België / Belgique / Belgien"
POINT (4.8181363 50.6583467),"Rue du Presbytère, 1360, Perwez, Brabant wallon, België / Belgique / Belgien"
POINT (5.0979775838765224 50.550942250000006),"18, Rue Saint-Martin, 4217, Rue Saint-Martin, Héron, Liège, België / Belgique / Belgien"
POINT (3.418719228920665 50.887610249999994),"120, Zeswegenstraat, 8790, Zeswegenstraat, Waregem, West-Vlaanderen, België / Belgique / Belgien"
POINT (3.4443579785714293 50.5653276),"Police d'Antoing, 2, Rue de Crèvecoeur, 7640, Rue de Crèvecoeur, Antoing, Hainaut, België / Belgique / Belgien"
POINT (4.4021946 50.850961),"Agoria, 80, Boulevard Auguste Reyers - Auguste Reyerslaan, 1030, Boulevard Auguste Reyers - Auguste Reyerslaan, Schaerbeek - Schaarbeek, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (3.936385480353845 50.46412695),"101, Chaussée de Ghlin, 7000, Chaussée de Ghlin, Mons, Hainaut, België / Belgique / Belgien"
POINT (5.0625084 50.9864549),"Omer Vanaudenhovelaan, 3290, Diest, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.4248923 51.244358),"Antwerpen-Luchtbal, Groenendaallaan, 2030, Groenendaallaan, Antwerpen, Antwerpen, België / Belgique / Belgien"
POINT (4.3673787 50.8532266),"INAMI - RIZIV, 5/1, Avenue Galilée - Galileelaan, 1000, Avenue Galilée - Galileelaan, Bruxelles - Brussel, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (5.370079278337142 49.915418149999994),"11A, Sur le Chêne, 6800, Sur le Chêne, Libramont, Luxembourg, België / Belgique / Belgien"
POINT (4.9132014 50.2573419),"Avenue Winston Churchill, 5500, Dinant, Namur, België / Belgique / Belgien"
POINT (4.550713636520424 50.48252655),"15, Place Albert 1er, 6220, Place Albert 1er, Fleurus, Hainaut, België / Belgique / Belgien"
POINT (4.524977978670513 50.457203050000004),"Office Communal du Tourisme Fleurusien, 2, Rue de la Virginette, 6220, Rue de la Virginette, Fleurus, Hainaut, België / Belgique / Belgien"
POINT (4.4917295 51.2900693),"Brasschaat, 2930, Antwerpen, België / Belgique / Belgien"
POINT (4.4835904 51.032357),"88, Frederik de Merodestraat, 2800, Frederik de Merodestraat, Mechelen, Antwerpen, België / Belgique / Belgien"
POINT (4.4835904 51.032357),"88, Frederik de Merodestraat, 2800, Frederik de Merodestraat, Mechelen, Antwerpen, België / Belgique / Belgien"
POINT (4.4835904 51.032357),"88, Frederik de Merodestraat, 2800, Frederik de Merodestraat, Mechelen, Antwerpen, België / Belgique / Belgien"
POINT (4.4835904 51.032357),"88, Frederik de Merodestraat, 2800, Frederik de Merodestraat, Mechelen, Antwerpen, België / Belgique / Belgien"
POINT (4.4835904 51.032357),"88, Frederik de Merodestraat, 2800, Frederik de Merodestraat, Mechelen, Antwerpen, België / Belgique / Belgien"
POINT (4.4835904 51.032357),"88, Frederik de Merodestraat, 2800, Frederik de Merodestraat, Mechelen, Antwerpen, België / Belgique / Belgien"
POINT (4.4835904 51.032357),"88, Frederik de Merodestraat, 2800, Frederik de Merodestraat, Mechelen, Antwerpen, België / Belgique / Belgien"
POINT (4.4835904 51.032357),"88, Frederik de Merodestraat, 2800, Frederik de Merodestraat, Mechelen, Antwerpen, België / Belgique / Belgien"
POINT (4.4835904 51.032357),"88, Frederik de Merodestraat, 2800, Frederik de Merodestraat, Mechelen, Antwerpen, België / Belgique / Belgien"
POINT (3.9573906 50.4647087),"15, Avenue Victor Maistriau, 7000, Avenue Victor Maistriau, Mons, Hainaut, België / Belgique / Belgien"
POINT (2.9874678 50.8731885),"Zonnebeke, 8980, West-Vlaanderen, België / Belgique / Belgien"
POINT (4.805804090116587 50.6863191),"14, Chemin de la Carrière aux Pavés, 1315, Chemin de la Carrière aux Pavés, Incourt, Brabant wallon, België / Belgique / Belgien"
POINT (4.8060619 50.685167),"Chemin de la Carrière aux Pavés, 1315, Incourt, Brabant wallon, België / Belgique / Belgien"
POINT (4.0784516 50.8417832),"Rik Van Saenestraat, 1760, Pamel, Vlaams-Brabant, België / Belgique / Belgien"
POINT (2.8195023 51.1894619),"J. Casselaan, 8430, Middelkerke, West-Vlaanderen, België / Belgique / Belgien"
POINT (3.9527215 50.444177),"Rue du Joncquois, 7000, Mons, Hainaut, België / Belgique / Belgien"
POINT (4.3327526 50.8603076),"Rue Emile Sergijsels - Emile Sergijselsstraat, 1081, Koekelberg, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (3.824237297185491 50.48076065),"1, Rue des Bonniers, 7331, Rue des Bonniers, Baudour, Hainaut, België / Belgique / Belgien"
POINT (4.496119305232016 50.7170572),"12, Rue des Déportés, 1332, Rue des Déportés, Genval, Brabant wallon, België / Belgique / Belgien"
POINT (4.5849831 50.7353489),"Avenue Franklin, 1300, Wavre, Brabant wallon, België / Belgique / Belgien"
POINT (3.8718459 50.6554345),"Rue du Parc Industriel, 7822, Ath, Hainaut, België / Belgique / Belgien"
POINT (5.2978429 50.4827171),"Place Georges Hubin, 4577, Modave, Liège, België / Belgique / Belgien"
POINT (3.953283 50.4542566),"Rue de la Seuwe, 7000, Mons, Hainaut, België / Belgique / Belgien"
POINT (3.1318389 50.7887877),"St. Jozefsplein, 8930, Menen, West-Vlaanderen, België / Belgique / Belgien"
POINT (4.366553135913706 50.8384408),"23, Rue du Champ de Mars - Marsveldstraat, 1050, Rue du Champ de Mars - Marsveldstraat, Ixelles - Elsene, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (6.206491694977169 50.3890198),"Müller Peter AG, 49, Zur Morsheck, 4770, Zur Morsheck, Amel, Liège, België / Belgique / Belgien"
POINT (4.7220143864874125 50.84574465),"3D Systems Leuven, 14, Grauwmeer, 3001, Grauwmeer, Heverlee, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.4034182 50.8720096),"Evere, 1140, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT EMPTY,
POINT (4.392493192753417 51.250619900000004),"Gottwald, 83, Koordekenshoef, 2030, Koordekenshoef, Antwerpen, Antwerpen, België / Belgique / Belgien"
POINT (3.2253539 51.2977525),"Margaretha van Oostenrijkstraat, 8380, Brugge, West-Vlaanderen, België / Belgique / Belgien"
POINT (3.6271209634519144 50.601188199999996),"5, Chemin du Vieux Pont, 7900, Chemin du Vieux Pont, Leuze, Hainaut, België / Belgique / Belgien"
POINT (3.6271209634519144 50.601188199999996),"5, Chemin du Vieux Pont, 7900, Chemin du Vieux Pont, Leuze, Hainaut, België / Belgique / Belgien"
POINT (3.6271209634519144 50.601188199999996),"5, Chemin du Vieux Pont, 7900, Chemin du Vieux Pont, Leuze, Hainaut, België / Belgique / Belgien"
POINT (4.597905838334675 50.73021275),"Golf du Château de la Bawette, Chaussée des Aduatiques, 1300, Chaussée des Aduatiques, Wavre, Brabant wallon, België / Belgique / Belgien"
POINT (5.255004558150382 50.53609165),"Brasserie du Port, 69, Quai de Compiègne, 4500, Quai de Compiègne, Huy, Liège, België / Belgique / Belgien"
POINT (3.1845835 50.7981687),"Allego - Koningin Astridlaan, 44, Koningin Astridlaan, 8930, Koningin Astridlaan, Lauwe, West-Vlaanderen, België / Belgique / Belgien"
POINT (4.2423421 50.9549091),"Jan Stallaertstraat, 1785, Merchtem, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.3458459 50.8502898),"70, Rue Antoine Dansaert - Antoine Dansaertstraat, 1000, Rue Antoine Dansaert - Antoine Dansaertstraat, Bruxelles - Brussel, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.305982545157388 50.88407305),"Erasmushogeschool Brussel — Campus Jette, 121, Avenue du Laerbeek - Laarbeeklaan, 1090, Avenue du Laerbeek - Laarbeeklaan, Jette, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.3007497 51.1047429),"Gemeenschapshuis Wintam, 4, Jozef Spiessensstraat, 2880, Jozef Spiessensstraat, Bornem, Antwerpen, België / Belgique / Belgien"
POINT (5.597933573305477 51.086166649999996),"38, Harmonieweg, 3670, Harmonieweg, Oudsbergen, Limburg, België / Belgique / Belgien"
POINT (5.5269738 51.0997754),"Gruitroderbaan, 3670, Oudsbergen, Limburg, België / Belgique / Belgien"
POINT (3.779958420225727 51.121921900000004),"3, Desteldonkdorp, 9042, Desteldonkdorp, Gent, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (3.198595 51.1586941),"KLJ Loppem, 2, Albert Van Caloenstraat, 8210, Albert Van Caloenstraat, Loppem, West-Vlaanderen, België / Belgique / Belgien"
POINT (3.1463198830047734 51.110092249999994),"Veldegem Statie, 8210, Zedelgem, West-Vlaanderen, België / Belgique / Belgien"
POINT (3.327225682685116 50.86045445),"17, Kleine Waregemsestraat, 8530, Kleine Waregemsestraat, Harelbeke, West-Vlaanderen, België / Belgique / Belgien"
POINT (4.498263999999999 50.93045495),"201, Tervuursesteenweg, 1820, Tervuursesteenweg, Steenokkerzeel, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.3787545 50.8346937),"Theatre Varia, 78, Rue du Sceptre - Scepterstraat, 1050, Rue du Sceptre - Scepterstraat, Ixelles - Elsene, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (3.333816523577519 50.81330135),"Theofiel Toyeplein, 8550, Zwevegem, West-Vlaanderen, België / Belgique / Belgien"
POINT (3.532092786427596 50.9937559),"GLS Belgium, 161, Vaart Rechteroever, 9800, Vaart Rechteroever, Deinze, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (4.327084758854575 51.3132502),"VLS-Group, 2, Kruisweg, 2040, Kruisweg, Antwerpen, Antwerpen, België / Belgique / Belgien"
POINT (4.332674818717617 51.315775),"VLS-Group, 6, Kruisweg, 2040, Kruisweg, Antwerpen, Antwerpen, België / Belgique / Belgien"
POINT (4.344099049601363 51.3178913),"VLS-Group, 9, Kruisweg, 2040, Kruisweg, Antwerpen, Antwerpen, België / Belgique / Belgien"
POINT (4.344099049601363 51.3178913),"VLS-Group, 9, Kruisweg, 2040, Kruisweg, Antwerpen, Antwerpen, België / Belgique / Belgien"
POINT (4.3146448 51.3149596),"Lillo-Kruisweg, 2040, Antwerpen, Antwerpen, België / Belgique / Belgien"
POINT (3.601874 50.7500931),"Sint-Pietersnieuwstraat - Rue Neuve Saint-Pierre, 9600, Ronse - Renaix, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (5.3472867 50.8768774),"Hoogbrug, 3570, Alken, Limburg, België / Belgique / Belgien"
POINT (4.196222408476304 50.45788535),"189, Chaussée de Mons, 7100, Chaussée de Mons, Haine-Saint-Paul, Hainaut, België / Belgique / Belgien"
POINT (4.245218617306429 50.781183549999994),"Sint-Pieters-Leeuw, 1600, Sint-Pieters-Leeuw, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.3056986634005785 50.6798098),"Cimetière de Wauthier-Braine, 1440, België / Belgique / Belgien"
POINT (5.5767193 50.6814493),"Rue du Fond des Fourches, 4040, Herstal, Liège, België / Belgique / Belgien"
POINT (4.7280819 50.8510632),"86, Interleuvenlaan, 3001, Interleuvenlaan, Heverlee, Vlaams-Brabant, België / Belgique / Belgien"
POINT (3.9405567600256273 50.45618435),"Van der Valk Congres Hotel Mons, 7, Avenue Mélina Mercouri, 7000, Avenue Mélina Mercouri, Mons, Hainaut, België / Belgique / Belgien"
POINT (4.8625447 50.4685751),"Namur, 1, Place de la Station, 5000, Place de la Station, Namur, Namur, België / Belgique / Belgien"
POINT (3.133508212291451 51.31246085),"Station Blankenberge, Koning Albert-I-laan, 8370, Koning Albert-I-laan, Blankenberge, West-Vlaanderen, België / Belgique / Belgien"
POINT (3.144353 51.318151),"Noordzeebad, 1, Achiel Van Ackersquare, 8370, Achiel Van Ackersquare, Blankenberge, West-Vlaanderen, België / Belgique / Belgien"
POINT (5.6889315 50.7955801),"Rue Collinet, 4600, Visé, Liège, België / Belgique / Belgien"
POINT (5.6889315 50.7955801),"Rue Collinet, 4600, Visé, Liège, België / Belgique / Belgien"
POINT (4.2651493 50.8707084),"Groot-Bijgaarden, 1702, Dilbeek, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.2651493 50.8707084),"Groot-Bijgaarden, 1702, Dilbeek, Vlaams-Brabant, België / Belgique / Belgien"
POINT (4.2651493 50.8707084),"Groot-Bijgaarden, 1702, Dilbeek, Vlaams-Brabant, België / Belgique / Belgien"
POINT (5.9563599 50.6740853),"Rue du Château de Ruyff, 4841, Welkenraedt, Liège, België / Belgique / Belgien"
POINT (3.2123896 51.2078106),"Buiten Smedenvest, 8000, Brugge, West-Vlaanderen, België / Belgique / Belgien"
POINT (6.115197439081999 50.3318429),"19, Schulstraße, 4770, Schulstraße, Amel, Liège, België / Belgique / Belgien"
POINT (5.238463510282262 51.123153349999995),"130, Kanaalstraat, 3971, Kanaalstraat, Leopoldsburg, Limburg, België / Belgique / Belgien"
POINT (4.22154579724364 50.5036955),"7D, Rue de Familleureux, 7170, Rue de Familleureux, Bois-d'Haine, Hainaut, België / Belgique / Belgien"
POINT (5.3906633 50.56527),"Rue de la Poudrerie, 4480, Engis, Liège, België / Belgique / Belgien"
POINT (2.7511057 51.1468355),"Halvemaanstraat, 8620, Nieuwpoort, West-Vlaanderen, België / Belgique / Belgien"
POINT (4.334127921935032 50.89572205),"Stade Roi Baudouin - Koning Boudewijnstadion, 135, Avenue de Marathon - Marathonlaan, 1020, Avenue de Marathon - Marathonlaan, Bruxelles - Brussel, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, België / Belgique / Belgien"
POINT (4.3316781 50.6011084),"Avenue de Burlet, 1400, Nivelles, Brabant wallon, België / Belgique / Belgien"
POINT (3.4758510012425132 51.0080959),"20, Aarseleweg, 9800, Aarseleweg, Vinkt - Deinze, Oost-Vlaanderen, België / Belgique / Belgien"
POINT (6.0354042 50.5714071),"Hestreux, 4837, Baelen, Liège, België / Belgique / Belgien"
POINT (4.332643804260856 50.151899900000004),"5, Rue du Pont Alsort, 6440, Rue du Pont Alsort, Froidchapelle, Hainaut, België / Belgique / Belgien"
POINT (4.175837 50.4874864),"Canal du Centre - Ascenseur n° 1, Rue Tout y Faut, 7100, Rue Tout y Faut, Houdeng-Goegnies, Hainaut, België / Belgique / Belgien"
POINT (4.1019207 50.4757177),"Rue Raymond Cordier, 7070, Thieu, Hainaut, België / Belgique / Belgien"
POINT (4.8092396 51.1743901),"De Beukelaer-Pareinlaan, 2200, Herentals, Antwerpen, België / Belgique / Belgien"
POINT (4.8092396 51.1743901),"De Beukelaer-Pareinlaan, 2200, Herentals, Antwerpen, België / Belgique / Belgien"
POINT (4.8092396 51.1743901),"De Beukelaer-Pareinlaan, 2200, Herentals, Antwerpen, België / Belgique / Belgien"
POINT (4.8092396 51.1743901),"De Beukelaer-Pareinlaan, 2200, Herentals, Antwerpen, België / Belgique / Belgien"
POINT (4.8092396 51.1743901),"De Beukelaer-Pareinlaan, 2200, Herentals, Antwerpen, België / Belgique / Belgien"
POINT (5.1869854 50.1256189),"Rue Joseph Lamotte, 5580, Han-sur-Lesse, Namur, België / Belgique / Belgien"
POINT (4.175837 50.4874864),"Canal du Centre - Ascenseur n° 1, Rue Tout y Faut, 7100, Rue Tout y Faut, Houdeng-Goegnies, Hainaut, België / Belgique / Belgien"
POINT (4.0944761 50.4713397),"Canal du Centre - Ascenseur n° 4, Rue Saint-Géry, 7070, Rue Saint-Géry, Thieu, Hainaut, België / Belgique / Belgien"
POINT (5.055819900102001 50.33916945),"Salle omnisports de Natoye, 2, Rue de l'Avenir, 5360, Rue de l'Avenir, Natoye, Namur, België / Belgique / Belgien"
POINT (4.449675639364175 50.3241817),"19, Rue Praile, 6120, Rue Praile, Ham-sur-Heure-Nalinnes, Hainaut, België / Belgique / Belgien"
POINT (4.568232505408016 50.424703550000004),"35, Rue de Farciennes, 6250, Rue de Farciennes, Roselies, Hainaut, België / Belgique / Belgien"
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT EMPTY,
POINT (3.2371304 50.7210818),"Boulevard du Champ d'Aviation - Vliegpleinlaan, 7712, Mouscron - Moeskroen, Hainaut, België / Belgique / Belgien"
POINT (5.3423516 50.6048805),"Rue Campagne du Moulin, 4470, Saint-Georges-sur-Meuse, Liège, België / Belgique / Belgien"
POINT (5.846974627159502 49.5491323),"du Parc Ronnwiss, 5, Rue Ronnwies, 4809, Rue Ronnwies, Rodange, Lëtzebuerg"
POINT (5.940498311547861 49.971026949999995),"Seniorenresidenz « Eisknippchen », 17, Rue des Vieilles Tanneries, 9572, Rue des Vieilles Tanneries, Weidingen, Lëtzebuerg"
POINT EMPTY,
POINT (5.9812664 49.4953331),"Rue de l'Eau, 4101, Esch-sur-Alzette, Lëtzebuerg"
POINT (2.7393146 51.1355915),"Elf Juliwijk, 8620, Nieuwpoort, West-Vlaanderen, België / Belgique / Belgien"
